sid,underlying_sid,root,symbol,name,mktdata_type,asset_class,instrument_type,mult,tick_size,start_date,end_date,auto_close_date,exchange_name,calendar_name,ccy,ccy_pair,base_ccy,quote_ccy,expiry_date,notice_date
533,-1,,CBG,"CBRE GROUP, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
534,-1,,CBH,CBH,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
535,-1,,CBS,CBS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
536,-1,,CBSS,COMPASS BANCSHARES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
537,-1,,CC,CHEMOURS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
538,-1,,CCE,COCA-COLA EUROPEAN PARTNERS PLC (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
539,-1,,CCL,CARNIVAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
540,-1,,CCU,COMPANIA CERVECERIAS UNIDAS S.A. (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
541,-1,,CEG,CONSTELLATION ENERGY GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
542,-1,,CELG,CELGENE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
543,-1,,CFC,COUNTRYWIDE FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
544,-1,,CHK,CHESAPEAKE ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
545,-1,,CHRW,C H ROBINSON WORLDWIDE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
546,-1,,CI,CIGNA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
547,-1,,CIEN,CIENA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
548,-1,,CINF,CINCINNATI FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
549,-1,,CIT,CIT GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
550,-1,,CL,COLGATE PALMOLIVE CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
551,-1,,CLX,CLOROX CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
552,-1,,CMA,COMERICA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
553,-1,,CMCSA,COMCAST CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
554,-1,,CME,CME GROUP INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
555,-1,,CMI,CUMMINS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
556,-1,,CMS,CMS ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
557,-1,,CNP,CENTERPOINT ENERGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
558,-1,,CNX,CNX RESOURCES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
559,-1,,COF,CAPITAL ONE FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
560,-1,,COH,COH,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
561,-1,,COL,ROCKWELL COLLINS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
562,-1,,COP,CONOCOPHILLIPS,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
563,-1,,COST,COSTCO WHOLESALE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
564,-1,,CPB,CAMPBELL SOUP CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
565,-1,,CPWR,COMPUWARE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
566,-1,,CSC,COMPUTER SCIENCES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
567,-1,,CSCO,"CISCO SYSTEMS, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
568,-1,,CSX,CSX CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
569,-1,,CTAS,CINTAS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
570,-1,,CTL,"CENTURYLINK, INC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
571,-1,,CTSH,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
572,-1,,CTX,CENTEX CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
573,-1,,CTXS,CITRIX SYSTEMS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
574,-1,,CVG,CONVERGYS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
575,-1,,CVH,COVENTRY HEALTH CARE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
576,-1,,CVS,CVS HEALTH CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
577,-1,,CVX,CHEVRON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
578,-1,,CZN,CZN,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
579,-1,,D,DOMINION ENERGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
580,-1,,DD,DUPONT E I DE NEMOURS & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
581,-1,,DDR,DDR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
582,-1,,DDS,"DILLARD'S, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
583,-1,,DE,DEERE & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
584,-1,,DELL,DELL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
585,-1,,DF,DEAN FOODS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
586,-1,,DG,DOLLAR GENERAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
587,-1,,DGX,QUEST DIAGNOSTICS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
588,-1,,DHI,HORTON D R INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
589,-1,,DHR,DANAHER CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
590,-1,,DIS,WALT DISNEY CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
591,-1,,DJ,DOW JONES & CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
592,-1,,DOV,DOVER CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
593,-1,,DOW,DOW,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
594,-1,,DRI,DARDEN RESTAURANTS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
595,-1,,DTE,DTE ENERGY CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
596,-1,,DTV,DTV,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
597,-1,,DUK,DUKE ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
598,-1,,DVN,DEVON ENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
599,-1,,DYN,DYNEGY INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
600,-1,,EBAY,EBAY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
601,-1,,ECL,ECOLAB INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
602,-1,,ED,CONSOLIDATED EDISON INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
603,-1,,EDS,ELECTRONIC DATA SYSTEMS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
604,-1,,EFX,EQUIFAX INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
605,-1,,EIX,EDISON INTERNATIONAL,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
606,-1,,EK,EK,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
607,-1,,EL,ESTEE LAUDER COMPANIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
608,-1,,EMC,EMC CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
609,-1,,EMN,EASTMAN CHEMICAL CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
610,-1,,EMR,EMERSON ELECTRIC CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
611,-1,,EOG,EOG RESOURCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
612,-1,,EP,EL PASO CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
613,-1,,EQ,EMBARQ CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
614,-1,,EQR,EQUITY RESIDENTIAL,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
615,-1,,ERTS,ERTS,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
616,-1,,ESRX,EXPRESS SCRIPTS HOLDING CO.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
617,-1,,ESV,ENSCO PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
618,-1,,ETFC,E TRADE FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
619,-1,,ETN,EATON CORP PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
620,-1,,ETR,ENTERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
621,-1,,EXC,EXELON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
622,-1,,F,FORD MOTOR CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
623,-1,,FCX,FREEPORT-MCMORAN INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
624,-1,,FD,FD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
625,-1,,FDC,FIRST DATA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
626,-1,,FDO,FAMILY DOLLAR STORES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
627,-1,,FDX,FEDEX CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
628,-1,,FE,FIRSTENERGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
629,-1,,FHN,FIRST HORIZON NATIONAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
630,-1,,FII,FEDERATED INVESTORS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
631,-1,,FIS,"FIDELITY NATIONAL INFORMATION SERVICES, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
632,-1,,FISV,FISERV INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
633,-1,,FITB,FIFTH THIRD BANCORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
634,-1,,FLR,FLUOR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
635,-1,,FNM,FNM,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
636,-1,,FO,FO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
637,-1,,FPL,FPL,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
638,-1,,FRE,FRE,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
639,-1,,FRX,FOREST LABORATORIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
640,-1,,GAS,AGL RESOURCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
641,-1,,GCI,"GANNETT CO., INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
642,-1,,GD,GENERAL DYNAMICS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
643,-1,,GE,GENERAL ELECTRIC CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
644,-1,,GENZ,GENZYME CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
645,-1,,GILD,GILEAD SCIENCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
646,-1,,GIS,GENERAL MILLS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
647,-1,,GLW,CORNING INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
648,-1,,GM,GENERAL MOTORS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
649,-1,,GNW,GENWORTH FINANCIAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
650,-1,,GOOG,GOOG,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
651,-1,,GPC,GENUINE PARTS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
652,-1,,GPS,GAP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
653,-1,,GR,GOODRICH CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
654,-1,,GS,GOLDMAN SACHS GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
655,-1,,GT,GOODYEAR TIRE & RUBBER CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
656,-1,,GWW,GRAINGER W W INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
657,-1,,HAL,HALLIBURTON CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
658,-1,,HAR,HARMAN INTERNATIONAL INDUSTRIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
659,-1,,HAS,HASBRO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
660,-1,,HBAN,HUNTINGTON BANCSHARES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
661,-1,,HCBK,HUDSON CITY BANCORP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
662,-1,,HCR,MANOR CARE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
663,-1,,HD,HOME DEPOT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
664,-1,,HES,HESS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
665,-1,,HET,HET,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
666,-1,,HIG,HARTFORD FINANCIAL SERVICES GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
667,-1,,HLT,HILTON WORLDWIDE HOLDINGS INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
668,-1,,HNZ,HEINZ H J CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
669,-1,,HOG,HARLEY DAVIDSON INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
670,-1,,HON,HONEYWELL INTERNATIONAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
671,-1,,HOT,"STARWOOD HOTEL & RESORTS WORLDWIDE, INC",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
672,-1,,HPC,HERCULES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
673,-1,,HPQ,HP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
674,-1,,HRB,H&R BLOCK INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
675,-1,,HSP,HOSPIRA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
676,-1,,HST,"HOST HOTELS & RESORTS, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
677,-1,,HSY,HERSHEY CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
678,-1,,HUM,HUMANA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
679,-1,,IACI,IACI,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
680,-1,,IBM,INTERNATIONAL BUSINESS MACHINES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
681,-1,,IFF,INTERNATIONAL FLAVORS & FRAGRANCES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
682,-1,,IGT,INTERNATIONAL GAME TECHNOLOGY PLC (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
683,-1,,INTC,INTEL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
684,-1,,INTU,INTUIT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
685,-1,,IP,INTERNATIONAL PAPER CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
686,-1,,IPG,"INTERPUBLIC GROUP OF COMPANIES, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
687,-1,,IR,INGERSOLL-RAND PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
688,-1,,ITT,ITT INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
689,-1,,ITW,ILLINOIS TOOL WORKS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
690,-1,,JBL,JABIL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
691,-1,,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
692,-1,,JCP,J C PENNEY CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
693,-1,,JDSU,JDSU,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
694,-1,,JNJ,JOHNSON & JOHNSON,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
695,-1,,JNPR,JUNIPER NETWORKS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
696,-1,,JNS,JANUS CAPITAL GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
697,-1,,JNY,JONES GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
698,-1,,JPM,JPMORGAN CHASE & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
699,-1,,JWN,NORDSTROM INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
700,-1,,K,KELLOGG CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
701,-1,,KBH,KB HOME,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
702,-1,,KEY,KEYCORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
703,-1,,KFT,KFT,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
704,-1,,KG,KING PHARMACEUTICALS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
705,-1,,KIM,KIMCO REALTY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
706,-1,,KLAC,KLA TENCOR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
707,-1,,KMB,KIMBERLY CLARK CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
708,-1,,KMI,"KINDER MORGAN, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
709,-1,,KO,COCA COLA CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
710,-1,,KR,KROGER CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
711,-1,,KSE,KEYSPAN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
712,-1,,KSS,KOHLS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
713,-1,,LEG,LEGGETT & PLATT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
714,-1,,LEH,LEHMAN BROTHERS HOLDINGS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
715,-1,,LEN,LENNAR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
716,-1,,LH,LABORATORY CORP OF AMERICA HOLDINGS,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
717,-1,,LIZ,LIZ,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
718,-1,,LLL,"L3 TECHNOLOGIES, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
719,-1,,LLTC,LINEAR TECHNOLOGY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
720,-1,,LLY,LILLY ELI & CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,,,,,
